Slow-Time Signal [I]_x,Slow-Time Signal [I]_y,Slow-Time Signal [Q]_x,Slow-Time Signal [Q]_y,Envelop_x,Envelop_y,Wrapped Angle_x,Wrapped Angle_y,Phase Unwrap_x,Phase Unwrap_y,Breathing_x,Breathing_y,Heart_x,Heart_y
96.3373656273,-0.0015915958,96.3373656273,0.0003687510,96.3373656273,0.0016337547,96.3373656273,166.9555030067,96.3373656273,-5593.0444969933,96.3373656273,0.0709452638,96.3373656273,-15.8591619080
96.397497654,-0.0013545345,96.397497654,0.0003186470,96.397497654,0.0013915098,96.397497654,166.7621634146,96.397497654,-5593.2378365854,96.397497654,-0.0565312965,96.397497654,-15.2560929320
96.4428792,-0.0011907153,96.4428792,0.0003605884,96.4428792,0.0012441169,96.4428792,163.1519303982,96.4428792,-5596.8480696018,96.4428792,-0.1193593037,96.4428792,-8.8983086245
96.4882817268,-0.0010911438,96.4882817268,0.0002041752,96.4882817268,0.0011100821,96.4882817268,169.4013578228,96.4882817268,-5590.5986421772,96.4882817268,-0.1165049073,96.4882817268,1.5853183607
96.5336155891,-0.0010569617,96.5336155891,0.0002327555,96.5336155891,0.0010822860,96.5336155891,167.5810058383,96.5336155891,-5592.4189941617,96.5336155891,-0.0595841400,96.5336155891,11.8836280764
96.5938310623,-0.0010437310,96.5938310623,0.0002534852,96.5938310623,0.0010740713,96.5938310623,166.3491810571,96.5938310623,-5593.6508189429,96.5938310623,0.0293624557,96.5938310623,17.850804007
96.6393127441,-0.0010462232,96.6393127441,0.0002203635,96.6393127441,0.0010691787,96.6393127441,168.1057854274,96.6393127441,-5591.8942145726,96.6393127441,0.1244158143,96.6393127441,17.3910480858
96.6992182732,-0.0010509648,96.6992182732,0.0002072693,96.6992182732,0.0010712085,96.6992182732,168.8434066734,96.6992182732,-5591.1565933266,96.6992182732,0.1997548216,96.6992182732,11.2623362366
96.7444124222,-0.0011849927,96.7444124222,0.000287597,96.7444124222,0.0012193931,96.7444124222,166.3581175334,96.7444124222,-5593.6418824666,96.7444124222,0.2368368063,96.7444124222,2.4975665240
96.7889513969,-0.0015606918,96.7889513969,0.000306748,96.7889513969,0.0015905512,96.7889513969,168.8804729779,96.7889513969,-5591.1195270221,96.7889513969,0.2278718380,96.7889513969,-5.1111157362
96.848795414,-0.0018127522,96.848795414,0.0000900268,96.848795414,0.0018149863,96.848795414,177.1568541329,96.848795414,-5582.8431458671,96.848795414,0.1774602296,96.848795414,-9.0421603075
96.8937425613,-0.0016250854,96.8937425613,-0.0003054439,96.8937425613,0.0016535412,96.8937425613,-169.3551293045,96.8937425613,-5569.3551293045,96.8937425613,0.1004321642,96.8937425613,-8.8053354505
96.9392192364,-0.0012773589,96.9392192364,-0.0005132831,96.9392192364,0.0013766283,96.9392192364,-158.1081835257,96.9392192364,-5558.1081835257,96.9392192364,0.0151609083,96.9392192364,-5.7274715122
96.9839069843,-0.0008874141,96.9839069843,-0.0005380459,96.9839069843,0.0010377847,96.9839069843,-148.7712507106,96.9839069843,-5548.7712507106,96.9839069843,-0.0554166363,96.9839069843,-1.8030427672
97.0444357395,-0.0007011335,97.0444357395,-0.0004021820,97.0444357395,0.0008082936,97.0444357395,-150.1606905719,97.0444357395,-5550.1606905719,97.0444357395,-0.092273835,97.0444357395,0.7786291944
97.0897741318,-0.0005613684,97.0897741318,-0.0000258815,97.0897741318,0.0005619647,97.0897741318,-177.3602852433,97.0897741318,-5577.3602852433,97.0897741318,-0.0820033775,97.0897741318,0.2238450240
97.1499083042,-0.0006327322,97.1499083042,0.0003314308,97.1499083042,0.0007142803,97.1499083042,152.3540482233,97.1499083042,-5607.6459517767,97.1499083042,-0.0210254007,97.1499083042,-3.2472475069
